id,ACTION
420,1
421,1
422,1
423,0
424,0
425,1
426,1
427,1
428,1
429,0
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,0
439,1
440,0
441,1
442,1
443,1
444,1
445,0
446,1
447,0
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,0
461,0
462,1
463,1
464,1
465,1
466,1
467,0
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,0
476,0
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,0
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,0
511,1
512,1
513,1
514,0
515,1
516,1
517,1
518,1
519,0
520,0
521,1
522,1
523,1
524,0
525,0
526,0
527,1
528,1
529,1
530,1
531,0
532,0
533,1
534,0
535,1
536,1
537,1
538,0
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,0
548,0
549,0
550,0
551,1
552,0
553,1
554,0
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,0
565,1
566,1
567,1
568,0
569,1
570,1
571,0
572,1
573,0
574,0
575,1
576,1
577,1
578,1
579,0
580,0
581,1
582,1
583,1
584,0
585,1
586,1
587,0
588,1
589,1
590,0
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,0
599,1
600,0
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,0
611,1
612,1
613,1
614,0
615,1
616,0
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,0
625,0
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,0
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,0
647,1
648,0
649,1
650,0
651,1
652,1
653,0
654,0
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,0
666,0
667,1
668,1
669,0
670,0
671,1
672,1
673,0
674,1
675,1
676,1
677,0
678,1
679,1
680,1
681,0
682,0
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,0
694,1
695,1
696,0
697,1
698,1
699,1
700,1
701,1
702,1
703,0
704,1
705,0
706,0
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,0
717,1
718,1
719,1
720,0
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,0
730,0
731,1
732,1
733,1
734,1
735,1
736,0
737,1
738,1
739,1
740,1
741,1
742,0
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,0
757,1
758,1
759,0
760,1
761,1
762,1
763,0
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,0
777,1
778,1
779,1
780,0
781,0
782,1
783,1
784,1
785,0
786,1
787,1
788,1
789,1
790,0
791,1
792,1
793,0
794,1
795,1
796,0
797,1
798,1
799,1
800,1
801,1
802,1
803,0
804,1
805,1
806,1
807,0
808,0
809,1
810,1
811,1
812,0
813,1
814,1
815,0
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,0
827,1
828,1
829,1
830,1
831,0
832,1
833,1
834,1
835,1
836,0
837,1
838,1
839,0
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,0
851,1
852,1
853,1
854,0
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,0
866,0
867,1
868,1
869,1
870,1
871,1
872,0
873,1
874,0
875,1
876,1
877,1
878,1
879,1
880,1
881,0
882,1
883,1
884,1
885,0
886,1
887,0
888,1
889,1
890,1
891,1
892,0
893,0
894,1
895,1
896,1
897,0
898,1
899,0
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,0
910,0
911,0
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,0
922,1
923,0
924,0
925,0
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,0
941,1
942,1
943,0
944,1
945,0
946,1
947,0
948,0
949,1
950,1
951,1
952,0
953,1
954,1
955,1
956,0
957,1
958,1
959,0
960,0
961,0
962,1
963,1
964,1
965,1
966,0
967,1
968,0
969,0
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,0
979,0
980,0
981,1
982,1
983,1
984,0
985,1
986,1
987,1
988,1
989,1
990,0
991,0
992,1
993,1
994,1
995,1
996,1
997,0
998,1
999,1
1000,1
1001,1
1002,0
1003,0
1004,1
1005,1
1006,0
1007,1
1008,1
1009,1
1010,1
1011,1
1012,0
1013,1
1014,1
1015,1
1016,1
1017,0
1018,1
1019,0
1020,1
1021,1
1022,1
1023,0
1024,1
1025,0
1026,0
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,0
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,0
1044,0
1045,0
1046,1
1047,1
1048,1
1049,0
1050,1
1051,1
1052,1
1053,1
1054,0
1055,1
1056,0
1057,1
1058,1
1059,1
1060,1
1061,0
1062,1
1063,0
1064,1
1065,1
1066,1
1067,1
1068,0
1069,1
1070,1
1071,0
1072,1
1073,0
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,0
1081,1
1082,1
1083,1
1084,1
1085,0
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,0
1102,1
1103,1
1104,0
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,1
1114,1
1115,0
1116,1
1117,0
1118,0
1119,0
1120,1
1121,1
1122,0
1123,0
1124,1
1125,1
1126,1
1127,1
1128,1
1129,1
1130,1
1131,0
1132,0
1133,1
1134,1
1135,0
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,0
1145,0
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,0
1155,1
1156,1
1157,1
1158,0
1159,1
1160,0
1161,1
1162,1
1163,0
1164,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,0
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,0
1181,0
1182,1
1183,1
1184,1
1185,1
1186,1
1187,1
1188,0
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,0
1210,0
1211,1
1212,1
1213,1
1214,1
1215,1
1216,0
1217,1
1218,1
1219,1
1220,0
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,0
1229,1
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,0
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,0
1247,1
1248,1
1249,0
1250,1
1251,0
1252,0
1253,1
1254,1
1255,1
1256,1
1257,0
1258,1
1259,1
1260,1
1261,1
1262,0
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,1
1270,1
1271,0
1272,1
1273,1
1274,0
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,1
1283,0
1284,1
1285,1
1286,1
1287,0
1288,1
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,1
1299,1
1300,0
1301,1
1302,0
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,0
1314,1
1315,1
1316,1
1317,1
1318,1
1319,1
1320,0
1321,1
1322,1
1323,1
1324,1
1325,1
1326,1
1327,0
1328,0
1329,1
1330,1
1331,1
1332,1
1333,0
1334,1
1335,0
1336,1
1337,1
1338,1
1339,0
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,0
1352,1
1353,1
1354,1
1355,1
1356,1
1357,0
1358,0
1359,0
1360,0
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,0
1371,1
1372,0
1373,0
1374,1
1375,1
1376,1
1377,1
1378,1
1379,0
1380,1
1381,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,0
1388,0
1389,1
1390,1
1391,0
1392,0
1393,1
1394,1
1395,0
1396,1
1397,1
1398,1
1399,0
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,0
1410,1
1411,1
1412,1
1413,0
1414,1
1415,0
1416,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1428,1
1429,0
1430,1
1431,1
1432,1
1433,0
1434,0
1435,1
1436,1
1437,1
1438,1
1439,1
1440,0
1441,0
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,0
1452,1
1453,1
1454,1
1455,1
1456,0
1457,1
1458,1
1459,1
1460,1
1461,1
1462,0
1463,1
1464,0
1465,1
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,1
1477,0
1478,1
1479,1
1480,1
1481,1
1482,0
1483,1
1484,1
1485,1
1486,1
1487,1
1488,0
1489,1
1490,0
1491,1
1492,1
1493,1
1494,0
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,0
1503,1
1504,1
1505,1
1506,1
1507,1
1508,0
1509,1
1510,1
1511,1
1512,1
1513,1
1514,1
1515,0
1516,0
1517,0
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,1
1525,1
1526,1
1527,1
1528,0
1529,0
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,0
1537,1
1538,1
1539,1
1540,1
1541,1
1542,0
1543,0
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,0
1561,1
1562,0
1563,0
1564,1
1565,1
1566,1
1567,1
1568,0
1569,1
1570,1
1571,0
1572,1
1573,0
1574,1
1575,1
1576,1
1577,1
1578,0
1579,1
1580,0
1581,1
1582,1
1583,0
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1591,1
1592,1
1593,1
1594,1
1595,0
1596,1
1597,1
1598,1
1599,0
1600,1
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,0
1608,0
1609,0
1610,0
1611,1
1612,1
1613,1
1614,0
1615,1
1616,1
1617,0
1618,1
1619,1
1620,1
1621,0
1622,0
1623,1
1624,1
1625,1
1626,1
1627,0
1628,0
1629,1
1630,1
1631,1
1632,1
1633,0
1634,1
1635,1
1636,1
1637,1
1638,0
1639,0
1640,1
1641,1
1642,0
1643,1
1644,1
1645,0
1646,1
1647,0
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,0
1660,1
1661,1
1662,1
1663,1
1664,1
1665,0
1666,1
1667,0
1668,1
1669,1
1670,1
1671,0
1672,1
1673,0
1674,1
1675,0
1676,0
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,1
1687,1
1688,1
1689,0
1690,1
1691,1
1692,1
1693,1
1694,0
1695,1
1696,1
1697,0
1698,0
1699,1
1700,1
1701,1
1702,1
1703,0
1704,1
1705,1
1706,0
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,0
1714,1
1715,1
1716,1
1717,0
1718,0
1719,1
1720,0
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,0
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,1
1740,1
1741,0
1742,1
1743,1
1744,1
1745,1
1746,1
1747,0
1748,0
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,0
1762,0
1763,1
1764,1
1765,1
1766,1
1767,1
1768,0
1769,0
1770,1
1771,0
1772,1
1773,0
1774,1
1775,1
1776,0
1777,1
1778,1
1779,1
1780,0
1781,1
1782,0
1783,1
1784,1
1785,1
1786,1
1787,0
1788,0
1789,1
1790,1
1791,0
1792,1
1793,1
1794,0
1795,1
1796,0
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,1
1805,0
1806,0
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,0
1814,0
1815,1
1816,1
1817,1
1818,1
1819,0
1820,1
1821,1
1822,1
1823,1
1824,0
1825,1
1826,1
1827,1
1828,1
1829,1
1830,0
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,0
1839,1
1840,0
1841,0
1842,1
1843,1
1844,0
1845,1
1846,1
1847,1
1848,1
1849,0
1850,1
1851,0
1852,1
1853,0
1854,1
1855,1
1856,1
1857,1
1858,0
1859,1
1860,0
1861,1
1862,1
1863,0
1864,1
1865,1
1866,1
1867,1
1868,1
1869,1
1870,0
1871,1
1872,1
1873,0
1874,0
1875,0
1876,1
1877,1
1878,1
1879,1
1880,1
1881,1
1882,1
1883,0
1884,0
1885,1
1886,0
1887,1
1888,1
1889,1
1890,1
1891,1
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,0
1899,0
1900,1
1901,0
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,0
1909,1
1910,1
1911,1
1912,1
1913,0
1914,1
1915,1
1916,1
1917,1
1918,1
1919,0
1920,0
1921,0
1922,1
1923,1
1924,1
1925,1
1926,0
1927,1
1928,1
1929,1
1930,0
1931,1
1932,0
1933,1
1934,1
1935,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,0
1944,1
1945,0
1946,1
1947,0
1948,0
1949,1
1950,1
1951,1
1952,0
1953,1
1954,1
1955,1
1956,1
1957,0
1958,1
1959,1
1960,1
1961,1
1962,1
1963,0
1964,1
1965,1
1966,1
1967,1
1968,0
1969,0
1970,1
1971,0
1972,1
1973,1
1974,1
1975,1
1976,1
1977,0
1978,1
1979,1
1980,1
1981,1
1982,1
1983,0
1984,1
1985,1
1986,1
1987,0
1988,1
1989,1
1990,1
1991,1
1992,1
1993,1
1994,0
1995,1
1996,1
1997,1
1998,1
1999,1
2000,1
2001,1
2002,1
2003,0
2004,1
2005,1
2006,1
2007,1
2008,0
2009,0
2010,0
2011,1
2012,1
2013,1
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,0
2021,1
2022,0
2023,1
2024,0
2025,1
2026,0
2027,1
2028,1
2029,1
2030,0
2031,1
2032,1
2033,1
2034,1
2035,0
2036,1
2037,1
2038,0
2039,1
2040,1
2041,1
2042,1
2043,1
2044,0
2045,1
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,0
2053,0
2054,1
2055,0
2056,0
2057,0
2058,1
2059,1
2060,0
2061,0
2062,1
2063,1
2064,1
2065,1
2066,1
2067,0
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,0
2076,1
2077,1
2078,1
2079,0
2080,1
2081,1
2082,1
2083,1
2084,0
2085,1
2086,1
2087,1
2088,1
2089,0
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,0
2098,0
2099,0
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,0
2110,1
2111,1
2112,0
2113,1
2114,1
2115,1
2116,1
2117,0
2118,1
2119,1
2120,1
2121,0
2122,0
2123,1
2124,1
2125,1
2126,1
2127,1
2128,1
2129,1
2130,1
2131,1
2132,0
2133,1
2134,1
2135,0
2136,1
2137,1
2138,1
2139,0
2140,1
2141,0
2142,1
2143,1
2144,1
2145,1
2146,0
2147,1
2148,1
2149,1
2150,1
2151,0
2152,1
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,0
2163,0
2164,1
2165,1
2166,0
2167,1
2168,1
2169,1
2170,1
2171,0
2172,1
2173,0
2174,1
2175,1
2176,1
2177,1
2178,0
2179,1
2180,1
2181,1
2182,1
2183,1
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,1
2192,0
2193,1
2194,1
2195,1
2196,1
2197,0
2198,1
2199,1
2200,1
2201,0
2202,1
2203,1
2204,1
2205,1
2206,0
2207,1
2208,1
2209,1
2210,1
2211,1
2212,1
2213,0
2214,1
2215,1
2216,1
2217,1
2218,1
2219,0
2220,0
2221,1
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,1
2229,1
2230,0
2231,1
2232,1
2233,0
2234,0
2235,1
2236,1
2237,0
2238,1
2239,1
2240,0
2241,0
2242,1
2243,1
2244,1
2245,1
2246,0
2247,1
2248,1
2249,1
2250,1
2251,1
2252,1
2253,0
2254,1
2255,1
2256,0
2257,1
2258,0
2259,1
2260,0
2261,1
2262,1
2263,0
2264,1
2265,0
2266,0
2267,1
2268,1
2269,0
2270,1
2271,1
2272,0
2273,1
2274,1
2275,0
2276,1
2277,1
2278,0
2279,1
2280,1
2281,1
2282,1
2283,1
2284,1
2285,1
2286,1
2287,1
2288,1
2289,1
2290,1
2291,1
2292,1
2293,1
2294,1
2295,1
2296,1
2297,1
2298,1
2299,0
2300,1
2301,1
2302,1
2303,1
2304,1
2305,1
2306,1
2307,1
2308,0
2309,0
2310,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,1
2323,1
2324,0
2325,1
2326,1
2327,1
2328,1
2329,0
2330,1
2331,1
2332,1
2333,1
2334,1
2335,0
2336,1
2337,0
2338,0
2339,1
2340,0
2341,1
2342,1
2343,1
2344,1
2345,1
2346,0
2347,1
2348,1
2349,1
2350,1
2351,1
2352,1
2353,1
2354,1
2355,1
2356,1
2357,1
2358,0
2359,1
2360,1
2361,0
2362,1
2363,0
2364,1
2365,0
2366,1
2367,1
2368,1
2369,1
2370,0
2371,1
2372,0
2373,1
2374,1
2375,0
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,1
2383,0
2384,0
2385,1
2386,0
2387,0
2388,1
2389,0
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,1
2398,1
2399,1
2400,1
2401,1
2402,1
2403,1
2404,1
2405,0
2406,0
2407,1
2408,0
2409,1
2410,0
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,1
2419,1
2420,1
2421,1
2422,1
2423,0
2424,1
2425,1
2426,1
2427,1
2428,1
2429,0
2430,0
2431,0
2432,1
2433,1
2434,0
2435,1
2436,1
2437,1
2438,1
2439,1
2440,1
2441,0
2442,1
2443,1
2444,1
2445,1
2446,1
2447,0
2448,1
2449,0
2450,1
2451,1
2452,0
2453,0
2454,1
2455,1
2456,1
2457,0
2458,1
2459,0
2460,1
2461,1
2462,1
2463,1
2464,0
2465,1
2466,1
2467,1
2468,1
2469,0
2470,0
2471,1
2472,1
2473,1
2474,1
2475,1
2476,0
2477,1
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,1
2485,1
2486,1
2487,1
2488,1
2489,0
2490,1
2491,1
2492,0
2493,1
2494,1
2495,0
2496,1
2497,0
2498,0
2499,1
2500,0
2501,1
2502,1
2503,1
2504,1
2505,1
2506,0
2507,0
2508,1
2509,1
2510,1
2511,1
2512,1
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,1
2520,1
2521,0
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,0
2530,1
2531,1
2532,1
2533,0
2534,1
2535,1
2536,1
2537,1
2538,1
2539,1
2540,1
2541,1
2542,0
2543,0
2544,1
2545,1
2546,1
2547,0
2548,0
2549,1
2550,1
2551,1
2552,1
2553,0
2554,1
2555,0
2556,1
2557,1
2558,0
2559,0
2560,1
2561,1
2562,1
2563,1
2564,1
2565,1
2566,1
2567,0
2568,0
2569,1
2570,1
2571,1
2572,0
2573,1
2574,0
2575,0
2576,0
2577,1
2578,0
2579,1
2580,1
2581,1
2582,1
2583,1
2584,1
2585,1
2586,0
2587,1
2588,1
2589,0
2590,1
2591,1
2592,1
2593,0
2594,0
2595,0
2596,1
2597,1
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,0
2608,1
2609,1
2610,0
2611,1
2612,1
2613,1
2614,1
2615,1
2616,0
2617,1
2618,1
2619,1
2620,1
2621,1
2622,1
2623,1
2624,1
2625,1
2626,1
2627,0
2628,0
2629,0
2630,1
2631,1
2632,1
2633,0
2634,0
2635,1
2636,1
2637,1
2638,1
2639,0
2640,1
2641,0
2642,0
2643,1
2644,1
2645,1
2646,1
2647,1
2648,1
2649,0
2650,0
2651,1
2652,1
2653,0
2654,1
2655,1
2656,1
2657,1
2658,1
2659,1
2660,0
2661,1
2662,1
2663,0
2664,1
2665,1
2666,1
2667,0
2668,1
2669,1
2670,1
2671,0
2672,1
2673,1
2674,1
2675,0
2676,1
2677,1
2678,1
2679,1
2680,0
2681,1
2682,1
2683,0
2684,1
2685,0
2686,1
2687,1
2688,1
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,1
2696,1
2697,1
2698,0
2699,1
2700,1
2701,1
2702,1
2703,1
2704,1
2705,1
2706,0
2707,1
2708,1
2709,1
2710,1
2711,0
2712,0
2713,1
2714,1
2715,1
2716,1
2717,0
2718,1
2719,1
2720,1
2721,1
2722,1
2723,0
2724,1
2725,1
2726,1
2727,1
2728,0
2729,1
2730,1
2731,1
2732,1
2733,1
2734,1
2735,1
2736,1
2737,0
2738,1
2739,1
2740,1
2741,1
2742,0
2743,1
2744,1
2745,1
2746,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,1
2755,1
2756,0
2757,1
2758,0
2759,1
2760,1
2761,1
2762,1
2763,1
2764,0
2765,0
2766,1
2767,1
2768,0
2769,1
2770,0
2771,1
2772,1
2773,1
2774,1
2775,0
2776,0
2777,1
2778,1
2779,1
2780,0
2781,1
2782,1
2783,0
2784,0
2785,1
2786,1
2787,1
2788,1
2789,1
2790,1
2791,1
2792,0
2793,0
2794,0
2795,1
2796,1
2797,0
2798,1
2799,0
2800,1
2801,1
2802,1
2803,1
2804,0
2805,0
2806,1
2807,1
2808,1
2809,1
2810,0
2811,1
2812,1
2813,1
2814,1
2815,1
2816,1
2817,1
2818,1
2819,1
2820,0
2821,1
2822,1
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2829,1
2830,0
2831,1
2832,1
2833,1
2834,0
2835,0
2836,1
2837,0
2838,1
2839,0
2840,1
2841,0
2842,1
2843,1
2844,1
2845,1
2846,1
2847,1
2848,1
2849,1
2850,0
2851,0
2852,1
2853,0
2854,1
2855,1
2856,0
2857,1
2858,0
2859,0
2860,0
2861,0
2862,0
2863,1
2864,0
2865,1
2866,1
2867,1
2868,1
2869,1
2870,1
2871,1
2872,0
2873,1
2874,0
2875,1
2876,1
2877,1
2878,1
2879,1
2880,1
2881,0
2882,1
2883,1
2884,1
2885,1
2886,1
2887,1
2888,1
2889,0
2890,0
2891,1
2892,0
2893,0
2894,1
2895,0
2896,1
2897,1
2898,1
2899,1
2900,1
2901,1
2902,1
2903,0
2904,1
2905,1
2906,1
2907,1
2908,1
2909,1
2910,1
2911,1
2912,0
2913,1
2914,1
2915,0
2916,1
2917,0
2918,1
2919,0
2920,1
2921,1
2922,0
2923,1
2924,0
2925,0
2926,0
2927,1
2928,1
2929,1
2930,0
2931,1
2932,1
2933,1
2934,1
2935,1
2936,1
2937,1
2938,1
2939,0
2940,1
2941,1
2942,0
2943,1
2944,1
2945,0
2946,1
2947,0
2948,0
2949,1
2950,1
2951,0
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,0
2959,1
2960,1
2961,1
2962,0
2963,0
2964,1
2965,1
2966,0
2967,1
2968,1
2969,0
2970,1
2971,1
2972,1
2973,0
2974,1
2975,0
2976,1
2977,0
2978,1
2979,1
2980,1
2981,1
2982,1
2983,1
2984,1
2985,1
2986,1
2987,0
2988,1
2989,1
2990,0
2991,1
2992,0
2993,1
2994,0
2995,1
2996,1
2997,1
